linea_id,linea_nombre,orden,parada
151,MADRID (Plaza de Castilla) - ALCOBENDAS,1,INTERCAMBIADOR DE PLAZA CASTILLA
151,MADRID (Plaza de Castilla) - ALCOBENDAS,2,Pº CASTELLANA-HOSPITAL LA PAZ
151,MADRID (Plaza de Castilla) - ALCOBENDAS,3,AV.BURGOS-AV.MANOTERAS
151,MADRID (Plaza de Castilla) - ALCOBENDAS,4,AV.BURGOS-FCO.PI Y MARGALL
151,MADRID (Plaza de Castilla) - ALCOBENDAS,5,AV.BURGOS-C.C.SANCHINARRO
151,MADRID (Plaza de Castilla) - ALCOBENDAS,6,AV.BURGOS-DOMINICOS
151,MADRID (Plaza de Castilla) - ALCOBENDAS,7,CTRA.A1-CUESTA BLANCA
151,MADRID (Plaza de Castilla) - ALCOBENDAS,8,CTRA.IRÚN-CONCESIONARIO
151,MADRID (Plaza de Castilla) - ALCOBENDAS,9,AV.OLÍMPICA-C.C.LA VEGA
151,MADRID (Plaza de Castilla) - ALCOBENDAS,10,AV.OLÍMPICA-C.C.LA VEGA
151,MADRID (Plaza de Castilla) - ALCOBENDAS,11,AV.OLÍMPICA-PABELLÓN DEPORTIVO
151,MADRID (Plaza de Castilla) - ALCOBENDAS,12,AV.ESPAÑA-M.SEBASTIÁN IZUEL
151,MADRID (Plaza de Castilla) - ALCOBENDAS,13,MARQUESA VIUDA DE ALDAMA-NªSRA.DEL PILAR
151,MADRID (Plaza de Castilla) - ALCOBENDAS,14,MARQUÉS VALDAVIA-RAMÓN FDEZ.GUISASOLA
151,MADRID (Plaza de Castilla) - ALCOBENDAS,15,MARQUÉS VALDAVIA-NEMESIO CASTRO
151,MADRID (Plaza de Castilla) - ALCOBENDAS,16,MARQUÉS VALDAVIA-AV.ESPAÑA
151,MADRID (Plaza de Castilla) - ALCOBENDAS,17,AV.ESPAÑA-AYUNTAMIENTO
151,MADRID (Plaza de Castilla) - ALCOBENDAS,18,AV.ESPAÑA-CENTRO DE SALUD
151,MADRID (Plaza de Castilla) - ALCOBENDAS,19,AV.ESPAÑA-EST.ALCOBENDAS-S.S.REYES
152C,MADRID (Plaza de Castilla) - S.S. de los Reyes (Dehesa Vieja),1,INTERCAMBIADOR DE PLAZA CASTILLA
152C,MADRID (Plaza de Castilla) - S.S. de los Reyes (Dehesa Vieja),2,Pº CASTELLANA-HOSPITAL LA PAZ
152C,MADRID (Plaza de Castilla) - S.S. de los Reyes (Dehesa Vieja),3,AV.BURGOS-FCO.PI Y MARGALL
152C,MADRID (Plaza de Castilla) - S.S. de los Reyes (Dehesa Vieja),4,AV.BURGOS-C.C.SANCHINARRO
152C,MADRID (Plaza de Castilla) - S.S. de los Reyes (Dehesa Vieja),5,AV.BURGOS-DOMINICOS
152C,MADRID (Plaza de Castilla) - S.S. de los Reyes (Dehesa Vieja),6,CTRA.A1-CUESTA BLANCA
152C,MADRID (Plaza de Castilla) - S.S. de los Reyes (Dehesa Vieja),7,CTRA.IRÚN-CONCESIONARIO
152C,MADRID (Plaza de Castilla) - S.S. de los Reyes (Dehesa Vieja),8,AV.OLÍMPICA-C.C.LA VEGA
152C,MADRID (Plaza de Castilla) - S.S. de los Reyes (Dehesa Vieja),9,PºEUROPA-AV.JUNCAL
152C,MADRID (Plaza de Castilla) - S.S. de los Reyes (Dehesa Vieja),10,PºEUROPA-MARÍA SANTOS COLMENAR
152C,MADRID (Plaza de Castilla) - S.S. de los Reyes (Dehesa Vieja),11,PºEUROPA-LEOPOLDO GIMENO
152C,MADRID (Plaza de Castilla) - S.S. de los Reyes (Dehesa Vieja),12,ISLA GRACIOSA-ISLA DE HIERRO
152C,MADRID (Plaza de Castilla) - S.S. de los Reyes (Dehesa Vieja),13,ISLA GRACIOSA-ANTENA 3
152C,MADRID (Plaza de Castilla) - S.S. de los Reyes (Dehesa Vieja),14,PºEUROPA-HOSPITAL INFANTA SOFÍA
152C,MADRID (Plaza de Castilla) - S.S. de los Reyes (Dehesa Vieja),15,PZA.CONCHA ESPINA-MARÍA MOLINER
152C,MADRID (Plaza de Castilla) - S.S. de los Reyes (Dehesa Vieja),16,JOSÉ HIERRO-MERCÉ RODODERA
152C,MADRID (Plaza de Castilla) - S.S. de los Reyes (Dehesa Vieja),17,JOSÉ HIERRO-JULIO REY PASTOR
152C,MADRID (Plaza de Castilla) - S.S. de los Reyes (Dehesa Vieja),18,SALVADOR MADARIAGA-C.C.ALEGRA
153,MADRID (Plaza de Castilla) - Alcobendas - Rosa Luxemburgo,1,INTERCAMBIADOR DE PLAZA CASTILLA
153,MADRID (Plaza de Castilla) - Alcobendas - Rosa Luxemburgo,2,Pº CASTELLANA-HOSPITAL LA PAZ
153,MADRID (Plaza de Castilla) - Alcobendas - Rosa Luxemburgo,3,AV.BURGOS-FCO.PI Y MARGALL
153,MADRID (Plaza de Castilla) - Alcobendas - Rosa Luxemburgo,4,AV.BURGOS-C.C.SANCHINARRO
153,MADRID (Plaza de Castilla) - Alcobendas - Rosa Luxemburgo,5,AV.BURGOS-DOMINICOS
153,MADRID (Plaza de Castilla) - Alcobendas - Rosa Luxemburgo,6,CTRA.A1-CUESTA BLANCA
153,MADRID (Plaza de Castilla) - Alcobendas - Rosa Luxemburgo,7,CTRA.IRÚN-CONCESIONARIO
153,MADRID (Plaza de Castilla) - Alcobendas - Rosa Luxemburgo,8,AV.OLÍMPICA-C.C.LA VEGA
153,MADRID (Plaza de Castilla) - Alcobendas - Rosa Luxemburgo,9,AV.OLÍMPICA-PABELLÓN DEPORTIVO
153,MADRID (Plaza de Castilla) - Alcobendas - Rosa Luxemburgo,10,AV.ESPAÑA-M.SEBASTIÁN IZUEL
153,MADRID (Plaza de Castilla) - Alcobendas - Rosa Luxemburgo,11,MARQUESA VIUDA DE ALDAMA-NªSRA.DEL PILAR
153,MADRID (Plaza de Castilla) - Alcobendas - Rosa Luxemburgo,12,MARQUÉS VALDAVIA-RAMÓN FDEZ.GUISASOLA
153,MADRID (Plaza de Castilla) - Alcobendas - Rosa Luxemburgo,13,MARQUÉS VALDAVIA-NEMESIO CASTRO
153,MADRID (Plaza de Castilla) - Alcobendas - Rosa Luxemburgo,14,MARQUÉS VALDAVIA-AV.ESPAÑA
153,MADRID (Plaza de Castilla) - Alcobendas - Rosa Luxemburgo,15,MARQUÉS VALDAVIA-RUPERTO CHAPÍ
153,MADRID (Plaza de Castilla) - Alcobendas - Rosa Luxemburgo,16,MARQUÉS VALDAVIA-MANUEL DE FALLA
153,MADRID (Plaza de Castilla) - Alcobendas - Rosa Luxemburgo,17,MANUEL DE FALLA-CENTRO DE MAYORES
153,MADRID (Plaza de Castilla) - Alcobendas - Rosa Luxemburgo,18,MANUEL DE FALLA-EST.MANUEL DE FALLA
153,MADRID (Plaza de Castilla) - Alcobendas - Rosa Luxemburgo,19,MANUEL DE FALLA-PARQUE EXTREMADURA
153,MADRID (Plaza de Castilla) - Alcobendas - Rosa Luxemburgo,20,MANUEL DE FALLA-INSTITUTO
153,MADRID (Plaza de Castilla) - Alcobendas - Rosa Luxemburgo,21,AV.VALDELASFUENTES-AV.INDEPENDENCIA
153,MADRID (Plaza de Castilla) - Alcobendas - Rosa Luxemburgo,22,PZA.UNIVERSIDAD POPULAR-EST.BAUNATAL
154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral),1,EST.CHAMARTÍN
154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral),2,Pº CASTELLANA-MANUEL CALDEIRO
154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral),3,Pº CASTELLANA-VIEJAS
154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral),4,LLANO CASTELLANO-FCO.SANCHA
154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral),5,LLANO CASTELLANO-VALDEGOVIA
154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral),6,NTRA.SRA.VALVERDE-ISLA SUMATRA
154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral),7,NTRA.SRA.VALVERDE-ALONSO QUIJANO
154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral),8,CTRA.FUENCARRAL A ALCOBENDAS S/N
154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral),9,C.FUENCARRAL ALCOBENDAS-ISABEL COLBRAND
154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral),10,PZA.PARÍS-P.EMPRESARIAL LA MORALEJA
154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral),11,FCO.CHICO MENDES-C.C.PLANET ALCOBENDAS
154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral),12,YUCA-CTRA.N1
154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral),13,CTRA.IRÚN-CONCESIONARIO
154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral),14,AV.OLÍMPICA-C.C.LA VEGA
154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral),15,AV.OLÍMPICA-PABELLÓN DEPORTIVO
154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral),16,PºEUROPA-AV.JUNCAL
154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral),17,PºEUROPA-MARÍA SANTOS COLMENAR
154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral),18,PºEUROPA-LEOPOLDO GIMENO
154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral),19,AV.BAUNATAL-PZA.ANDRÉS CABALLERO
154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral),20,PZA.UNIVERSIDAD POPULAR-EST.BAUNATAL
154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral),21,AV.BAUNATAL-PZA.ANDRÉS CABALLERO
154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral),22,AV.SIERRA-CERVANTES
154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral),23,AV.COLMENAR VIEJO-NTRA.SRA.CARMEN
154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral),24,REAL-SACRAMENTO
154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral),25,MARQUESA VIUDA DE ALDAMA-TRVA.DEL CAÑÓN
154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral),26,MARQUESA VIUDA DE ALDAMA-NªSRA.DEL PILAR
154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral),27,LIBERTAD-JULIÁN BAENA CASTRO
154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral),28,CTRA.M603-C.C.RÍO NORTE
154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral),29,CTRA.M603-POL.IND.CALABOZOS
154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral),30,CTRA.FUENCARRAL-SAN RAFAEL
154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral),31,AV.EUROPA-P.EMPRESARIAL LA MORALEJA
154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral),32,PÓRTICO DE LA GLORIA-RONDA COMUNICACIÓN
154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral),33,CTRA.FUENCARRAL A ALCOBENDAS-M40
154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral),34,CTRA.FUENCARRAL A ALCOBENDAS S/N
154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral),35,NTRA.SRA.VALVERDE-ALONSO QUIJANO
154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral),36,NTRA.SRA.VALVERDE-ISLA SUMATRA
154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral),37,LLANO CASTELLANO-VALDEGOVIA
154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral),38,LLANO CASTELLANO-FCO.SANCHA
154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral),39,MAURICIO LEGENDRE-VIEJAS
154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral),40,MAURICIO LEGENDRE-M.CALDEIRO
154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral),41,MAURICIO LEGENDRE-FCO.PALAU Y QUER
154,MADRID (Chamartín) - S.S. REYES CIRCULAR (Por Fuencarral),42,EST.CHAMARTÍN
154C,Madrid (Plaza de Castilla)-S.S. de los Reyes (Avda. de los Quiñones),1,INTERCAMBIADOR DE PLAZA CASTILLA
154C,Madrid (Plaza de Castilla)-S.S. de los Reyes (Avda. de los Quiñones),2,Pº CASTELLANA-HOSPITAL LA PAZ
154C,Madrid (Plaza de Castilla)-S.S. de los Reyes (Avda. de los Quiñones),3,AV.BURGOS-AV.MANOTERAS
154C,Madrid (Plaza de Castilla)-S.S. de los Reyes (Avda. de los Quiñones),4,AV.BURGOS-FCO.PI Y MARGALL
154C,Madrid (Plaza de Castilla)-S.S. de los Reyes (Avda. de los Quiñones),5,AV.BURGOS-C.C.SANCHINARRO
154C,Madrid (Plaza de Castilla)-S.S. de los Reyes (Avda. de los Quiñones),6,AV.BURGOS-DOMINICOS
154C,Madrid (Plaza de Castilla)-S.S. de los Reyes (Avda. de los Quiñones),7,CTRA.A1-EL ENCINAR DE LOS REYES
154C,Madrid (Plaza de Castilla)-S.S. de los Reyes (Avda. de los Quiñones),8,CTRA.A1-CUESTA BLANCA
154C,Madrid (Plaza de Castilla)-S.S. de los Reyes (Avda. de los Quiñones),9,CTRA.IRÚN-CONCESIONARIO
154C,Madrid (Plaza de Castilla)-S.S. de los Reyes (Avda. de los Quiñones),10,AV.OLÍMPICA-C.C.LA VEGA
154C,Madrid (Plaza de Castilla)-S.S. de los Reyes (Avda. de los Quiñones),11,AV.OLÍMPICA-PABELLÓN DEPORTIVO
154C,Madrid (Plaza de Castilla)-S.S. de los Reyes (Avda. de los Quiñones),12,REAL-CARLOS RUIZ
154C,Madrid (Plaza de Castilla)-S.S. de los Reyes (Avda. de los Quiñones),13,AV.COLMENAR VIEJO-RÍO DUERO
154C,Madrid (Plaza de Castilla)-S.S. de los Reyes (Avda. de los Quiñones),14,AV.SIERRA-NAVAS DE TOLOSA
154C,Madrid (Plaza de Castilla)-S.S. de los Reyes (Avda. de los Quiñones),15,AV.BAUNATAL-PZA.ANDRÉS CABALLERO
154C,Madrid (Plaza de Castilla)-S.S. de los Reyes (Avda. de los Quiñones),16,PZA.UNIVERSIDAD POPULAR-EST.BAUNATAL
154C,Madrid (Plaza de Castilla)-S.S. de los Reyes (Avda. de los Quiñones),17,AV.ROSA LUXEMBURGO-CALDERÓN DE LA BARCA
154C,Madrid (Plaza de Castilla)-S.S. de los Reyes (Avda. de los Quiñones),18,AV.ARAGÓN-CENTRO DE SALUD
154C,Madrid (Plaza de Castilla)-S.S. de los Reyes (Avda. de los Quiñones),19,AV.ARAGÓN-PARQUE VELÓDROMO
154C,Madrid (Plaza de Castilla)-S.S. de los Reyes (Avda. de los Quiñones),20,AV.TENERIFE-GOMERA
154C,Madrid (Plaza de Castilla)-S.S. de los Reyes (Avda. de los Quiñones),21,AV.TENERIFE-BEATRIZ GALINDO
154C,Madrid (Plaza de Castilla)-S.S. de los Reyes (Avda. de los Quiñones),22,AV.QUIÑONES-CERRO DEL BAILE
155,Madrid (Plaza de Castilla) - El Soto de la Moraleja,1,INTERCAMBIADOR DE PLAZA CASTILLA
155,Madrid (Plaza de Castilla) - El Soto de la Moraleja,2,Pº CASTELLANA-HOSPITAL LA PAZ
155,Madrid (Plaza de Castilla) - El Soto de la Moraleja,3,AV.BURGOS-FCO.PI Y MARGALL
155,Madrid (Plaza de Castilla) - El Soto de la Moraleja,4,AV.BURGOS-C.C.SANCHINARRO
155,Madrid (Plaza de Castilla) - El Soto de la Moraleja,5,AV.BURGOS-DOMINICOS
155,Madrid (Plaza de Castilla) - El Soto de la Moraleja,6,CTRA.A1-EL ENCINAR DE LOS REYES
155,Madrid (Plaza de Castilla) - El Soto de la Moraleja,7,CAMINO NUEVO-PZA.SOTO
155,Madrid (Plaza de Castilla) - El Soto de la Moraleja,8,DALIA-KERRIA
155,Madrid (Plaza de Castilla) - El Soto de la Moraleja,9,DALIA-JAZMÍN
155,Madrid (Plaza de Castilla) - El Soto de la Moraleja,10,DALIA-LAUREL
155,Madrid (Plaza de Castilla) - El Soto de la Moraleja,11,DALIA-AZALEA
155,Madrid (Plaza de Castilla) - El Soto de la Moraleja,12,BEGONIA-AZALEA
155B,Madrid (Plaza de Castilla) - El Encinar de los Reyes,1,INTERCAMBIADOR DE PLAZA CASTILLA
155B,Madrid (Plaza de Castilla) - El Encinar de los Reyes,2,Pº CASTELLANA-HOSPITAL LA PAZ
155B,Madrid (Plaza de Castilla) - El Encinar de los Reyes,3,AV.BURGOS-FCO.PI Y MARGALL
155B,Madrid (Plaza de Castilla) - El Encinar de los Reyes,4,MARÍA DE PORTUGAL-FCO.PI Y MARGALL
155B,Madrid (Plaza de Castilla) - El Encinar de los Reyes,5,MARÍA PORTUGAL-LEONOR AUSTRIA
155B,Madrid (Plaza de Castilla) - El Encinar de los Reyes,6,MARÍA PORTUGAL-MARGARITA PARMA
155B,Madrid (Plaza de Castilla) - El Encinar de los Reyes,7,PADRES DOMINICOS-CONVENTO
155B,Madrid (Plaza de Castilla) - El Encinar de los Reyes,8,PADRES DOMINICOS-M.POMBO ANGULO
155B,Madrid (Plaza de Castilla) - El Encinar de los Reyes,9,MANUEL POMBO ANGULO-COLEGIO
155B,Madrid (Plaza de Castilla) - El Encinar de los Reyes,10,Pº LOS PARQUES-ESTAFETA
155B,Madrid (Plaza de Castilla) - El Encinar de los Reyes,11,Pº DE LOS PARQUES Nº17
155B,Madrid (Plaza de Castilla) - El Encinar de los Reyes,12,Pº LOS PARQUES-VEREDA DEL PALACIO
155B,Madrid (Plaza de Castilla) - El Encinar de los Reyes,13,Pº PARQUES-ENCINAR DE LOS REYES
156,Madrid (Plaza de Castilla) - S.S. de los Reyes (P.I. Moscatelares),1,INTERCAMBIADOR DE PLAZA CASTILLA
156,Madrid (Plaza de Castilla) - S.S. de los Reyes (P.I. Moscatelares),2,Pº CASTELLANA-HOSPITAL LA PAZ
156,Madrid (Plaza de Castilla) - S.S. de los Reyes (P.I. Moscatelares),3,AV.BURGOS-FCO.PI Y MARGALL
156,Madrid (Plaza de Castilla) - S.S. de los Reyes (P.I. Moscatelares),4,AV.BURGOS-C.C.SANCHINARRO
156,Madrid (Plaza de Castilla) - S.S. de los Reyes (P.I. Moscatelares),5,AV.BURGOS-DOMINICOS
