ubicacion_key,cod_distrito,distrito,localizacion,tipo_via,via,numero,cp
23397,,,,PASEO,GIGANTES Y CABEZUDOS,56,28041
23398,,,,CALLE,VIA LUSITANA,4,28025
23399,,,,CALLE,CEBREROS,88,28011
23400,,,,CALLE,CEBREROS,90,28011
23401,,,,CALLE,SORBE,46,28019
23402,,,,CALLE,GENERAL CASTAÑOS,F1,28004
23403,,,,CALLE,MAGDALENA,30,28012
23404,,,,AVENIDA,MANZANARES,142,28019
23405,,,,CALLE,PADILLA,SN,28006
23406,,,,CALLE,PADILLA,,28006
23407,,,,CALLE,GENERAL RICARDOS,252,28025
23408,,,,AVENIDA,LOGROÑO,SN,28042
23409,,,,CALLE,AV MONASTERIO DE SILOS,11,28049
23410,,,,CALLE,ANGEL MUGICA,,28034
23411,,,,CALLE,PIÑUECAR,,28021
23412,,,,TUNEL,ACCESO RONDASATOCHA AVE,,0    
23413,,,,CALLE,CAMARENA,0,28047
23414,,,,CALLE,ESTRELLA POLAR,15,28007
23415,,,,CALLE,NAVAS DE BUITRAGO,,28021
23416,,,,CALLE,EL BERRUECO,2,28021
23417,,,,CALLE,TOLOSA,6,28041
23418,,,,CALLE,EMBAJADORES,,28045
23419,,,,CALLE,SANTA TERESA,10,28004
23420,,,,CALLE,ANTONIO GONZALEZ PORRAS,,28019
23421,,,,CALLE,GANADERIA,,28011
23422,,,,CALLE,CONDES DE BARCELONA,3,28035
23423,,,,CALLE,ATOCHA,74,28012
23424,,,,CALLE,GANADERIA,1,28011
23425,,,,AVENIDA,DEL PADRE PIQUER,12,28024
23426,,,,CALLE,MURCIA,20,28045
23427,,,,PASEO,CASTELLANA,169,28046
23428,,,,CALLE,CAMARENA,280,28047
23429,,,,VIA,LUSITANA,2,28025
23430,,,,GLORIETA,QUEVEDO,5,28015
23431,,,,CALLE,ILIADA,22,28022
23432,,,,AVENIDA,ASTURIAS,0,28029
23433,,,,CALLE,JOSE LOMBANA IGLESIAS,40,28023
23434,,,,CALLE,ASCAO,86,28017
23435,,,,CALLE,DE LOS INVENCIBLES,1,
23436,,,,CALLE,RONDA DE ATOCHA,TUNEL,
23437,,,,CALLE,COMERCIO,0,28045
23438,,,,CALLE,CARBALLINO,32,28024
23439,,,,CALLE,CTR VILLAVERDE A VALLECAS,0,28041
23440,,,,CALLE,COSTA RICA,0,28016
23441,,,,CALLE,PRINCIPE DE VERGARA,0,28002
23442,,,,AVENIDA,ENTREVIAS,,28053
23443,,,,CALLE,ANTONIO LEYVA,,28019
23444,,,,CARRETERA,M 21  SALIDA AL POLÍGONO DE LAS MERCEDES,0,28000
23445,,,,GLORIETA,EMILIO CASTELAR,,28046
23446,,,,PLAZUELA,SANTA MARIA SOLEDAD TO,2,28004
23447,,,,CALLE,HERNANDEZ DE TEJADA,0,28027
23448,,,,AVENIDA,CARABANCHEL,0,28044
23449,,,,CALLE,EL BOSCO,0,0    
23450,,,,PASEO,CAMOENS,20,0    
23451,,,,CALLE,VALDERREY,43,28039
23452,,,,PASEO,CAMOENS,0,0    
23453,,,,CALLE,ARROYO OPAÑEL,4,28019
23454,,,,CALLE,ALBINO FERNANDEZ LAZARO,33,28000
23455,,,,CALLE,VADO DE SANTIAGO,1,28021
23456,,,,PASEO,CASTELLANA,89,28046
23457,,,,CALLE,PILARICA,23,28026
23458,,,,CALLE,TOLEDO,174,28005
23459,,,,CALLE,ANTONIA CALAS,373,28053
23460,,,,CALLE,ARAPILES,21,28015
23461,,,,CALLE, ALCALA,6,28027
23462,,,,CALLE,CEBADA,7,28005
23463,,,,CALLE,CALATRAVA,7,28005
23464,,,,PASEO,FLORIDA,12,28008
23465,,,,CALLE,AGUILA,3,28005
23466,,,,CALLE,CARRERA DE SAN FRANCISCO,0,28005
23467,,,,CALLE,VALDERRIBAS,14,28032
23468,,,,AVENIDA,TRECE ROSAS,5,28017
23469,,,,PLAZA,ESPAÑA,18,28013
23470,,,,PLAZA,EMPERADOR CARLOS V,1,28012
23471,,,,CALLE,SAGASTA,31,28004
23472,,,,CALLE,TUDESCOS,2,28004
23473,,,,GLORIETA,EMBAJADORES,TUNEL AT,28012
23474,,,,CALLE,BENJAMIN PALENCIA,0,28038
23475,,,,CALLE,DUQUESA DE PARCENT,0,28047
23476,,,,AVENIDA,PADRE PIQUER,12,28024
23477,,,,CALLE,HILARIO SANGRADOR,12,28011
23478,,,,CALLE,CLL DOMINGO PARRAGA,,28021
23479,,,,AUTOVIA,A 5,34,
23480,,,,CALLE,TACONA,,28030
23481,,,,CALLE,ABRANTES,0,28025
23482,,,,CALLE,DE LA SIERRA TOLEDANA,0,28038
23483,,,,CALLE,FERRAZ,,28008
23484,,,,PLAZA,SAN POL DEL MAR,,28008
23485,,,,PLAZA,DE CASCORRO,30,28005
23486,,,,CALLE,GUILLERMO DE OSMA,14,28045
23487,,,,CALLE,SERRADILLA,,28044
23488,,,,CALLE,VILAR DE DONAS,4,28050
23489,,,,RONDA,DE DON BOSCO,,28044
23490,,,,CALLE,BESOLLA,,28025
23491,,,,CALLE,DE AVILA,3,28020
23492,,,,PASEO, DE LAS DELICIAS,66,28045
23493,,,,AUTOVIA,AUTOVIA A6 KM 4,,28000
23494,,,,CALLE,MONTELEON,9,28010
23495,,,,CALLE,MOQUETAS,25,28029
23496,,,,AVENIDA,MENENDEZ PELAYO,71,28007
23497,,,,CALLE,DE LA ESTRELLA,7,00000
23498,,,,CALLE,CORAZON DE MARIA,,28002
23499,,,,CALLE,HERMOSILLA,36,28028
23500,,,,CALLE,CORUÑA,11,28020
23501,,,,CALLE,ULISES,87,28043
23502,,,,CALLE,HUERTAS,78,28014
23503,,,,CALLE,TOLEDO,,28005
23504,,,,CALLE,ALEJANDRO FERRANT,6,28045
23505,,,,CALLE,MERCEDES ARTEAGA,,28019
23506,,,,CUEVAS,ALMANZORA,,28033
23507,,,,CALLE,FUENCARRAL,50,28004
23508,,,,PASEO,VIRGEN DEL PUERTO,27,28005
23509,,,,CALLE,ANTONIO PRIETO,0,28026
23510,,,,CALLE,MARCELO USERA,1,28026
23511,,,,CALLE,GABINO JIMENO,,28026
23512,,,,CALLE,DE MONEDEROS,13,28026
23513,,,,CALLE,MIRASIERRA,39,28026
23514,,,,PASEO,RECOLETOS,0,28004
23515,,,,CALLE,ANTONIO MACHADO,SN,28035
23516,,,,CALLE,MIRASIERRA,35,28026
23517,,,,CALLE,TENIENTE CORONEL NOREÑA,30,28045
23518,,,,CALLE,ANTONIO ZAMORA,69,28011
23519,,,,CALLE,PRIMITIVA GAÑAN,1,28026
23520,,,,CALLE,SAN BERNABE,13,28005
23521,,,,CALLE,ALLENDE,0,28024
23522,,,,CALLE,ALMENDRALES,,28020
23523,,,,CALLE,MERCEDES ARTEAGA,52,28019
23524,,,,CALLE,REDONDILLA,,28005
23525,,,,CALLE,LIBREROS,6,28004
23526,,,,PASEO,CASTELLANA,227,28046
23527,,,,CALLE,PABLO ORTIZ,5,28026
23528,,,,CALLE,PEÑA DE ATALAYA,110,28053
23529,,,,CALLE,DUQUESA DE PARCENT,54,28047
23530,,,,PLAZA,CANTORIA,1,28019
23531,,,,CALLE,PAÑERIAS,,28037
23532,,,,AVENIDA,MENDEZ ALVARO,,28053
23533,,,,CALLE,HIJAS DE JESUS,21,28026
23534,,,,AVENIDA,OROVILLA,39,28041
23535,,,,CALLE,SAN BERNARDINO,28,28015
23536,,,,PASEO,RECOLETOS,3,28004
23537,,,,CALLE,CAÑADA REAL,SN,28000
23538,,,,CARRETERA,VALDEMINGOMEZ,0,28030
23539,,,,CALLE,GRAN VIA,25,0    
23540,,,,CALLE,ALONDRA,45,28025
23541,,,,PLAZA,CIBELES,1,0    
23542,,,,GLORIETA,SAN ANTONIO DE LA FLORIDA,1,28008
23543,,,,CALLE,GANDO,,28044
23544,,,,CALLE,ANOETA,29,28041
23545,,,,CALLE,SECOYA,12,28054
23546,,,,CALLE,VALLE DE ORO,8,28019
23547,,,,CALLE,DE LA REINA,27,28004
23548,,,,PLAZA,MONTILLA,1,28011
23549,,,,AVENIDA,DAROCA,0,28017
23550,,,,CALLE,AV MONTE IGUELDO,4,28053
23551,,,,CALLE,SAN AQUILINO,,28029
23552,,,,CAMINO,ZARZUELA,,28023
23553,,,,CALLE,PROFESOR MARTIN LAGOS,2,28040
23554,,,,CALLE,SAN BENITO,,28029
23555,,,,CALLE,SAN MATEO,,28004
23556,,,,AVENIDA,GENERAL PERON,,28020
23557,,,,CALLE,CEBREROS,87,28011
23558,,,,CALLE,GENOVA,27,28004
23559,,,,ACCES,M30,SN,0    
23560,,,,CALLE,ISLAS MARIANAS,SN,28035
23561,,,,CALLE,EL TOBOSO,43,28019
23562,,,,CALLE,FRANCISCO SUAREZ,14,28036
23563,,,,CALLE,ARISTOTELES,0,28027
23564,,,,AVENIDA,DE LOS POBLADOS,1,28044
23565,,,,CALLE,GRAN VIA,1,28013
23566,,,,PASEO,ERMITA DEL SANTO,,28019
23567,,,,CALLE,VIA LUSITANA,,28054
23568,,,,CALLE,AV VIA LUSITANA,,28026
23569,,,,CALLE,ANTONIO LOPEZ,,28026
23570,,,,AVENIDA,ALBUFERA,,28031
23571,,,,CALLE,BELMONTE DE TAJO,,28019
23572,,,,CALLE,BARRAFON,,28011
23573,,,,CALLE,CARRETAS,0,28012
23574,,,,CALLE,EL TOBOSO,25,28019
23575,,,,GLORIETA,DE MALAGA,SN,28041
23576,,,,CALLE,MARTIRES DE ALCALA,7,28015
23577,,,,TUNEL,COSTA RICA,2,
23578,,,,CALLE,ALCALA,0,28027
23579,,,,ACCES,AEROPUERTO T 4 LLEGADAS,SN,
23580,,,,CALLE,LEBRELES,3,28044
23581,,,,CALLE,DE LAS VIEJAS,0,28046
23582,,,,CALLE,DEL FERROCARRIL,4,28045
23583,,,,AVENIDA,GRAN VIA DE HORTALEZA,TUNEL,28043
23584,,,,CALLE,GRAN VIA DE HORTALEZA,2,28043
23585,,,,CALLE,SANTA HORTENSIA,12,28002
23586,,,,ACCES,M 30 CALZADA 2 SALIDA GLORIETA ABROÑIGAL,,0
23587,,,,AVENIDA,LA VERBENA DE LA PALOMA,21,28041
23588,,,,CALLE,BASAURI,6,28023
23589,,,,CALLE,GRANDEZA ESPAÑOLA,3,28011
23590,,,,CALLE,FLORENCIO DIAZ,20,28028
23591,,,,PASEO,DE LAS DELICIAS,81,28000
23592,,,,CALLE,CONGOSTO,48,28031
23593,,,,CALLE,MAYOR,59,28013
23594,,,,AVENIDA,CIUDAD DE BARCELONA,57,28007
23595,,,,CALLE,OCAÑA,SN,0    
23596,,,,CALLE,VALLE PINARES LLANOS,,28035
23597,,,,PASEO,RECOLETOS,20,28004
23598,,,,PASEO,VIRGEN DEL PUERTO,1,28005
23599,,,,AVENIDA,DE LOS POBLADOS,SN,28047
23600,,,,PLAZA,CASTILLA,SN,28046
23601,,,,CARRETERA,DEHESA DE LA VILLA,SN,28040
23602,,,,CALLE,ZURBANO,88,28003
23603,,,,CALLE,FERNANDO EL CATOLICO,18,28015
23604,,,,CALLE,AMBROS,SN,28028
23605,,,,CALLE,ALDEA NUEVA DE LA VERA,21,28044
23606,,,,AVENIDA,DE LOS POBLADOS,FAR. 303,28041
23607,,,,CALLE,PARADOR DEL SOL,19,28019
23608,,,,CALLE,ALMENDRALES,0,28026
23609,,,,CALLE,PIEDRABUENA,4,28026
23610,,,,CALLE,PRINCESA,376,28008
23611,,,,GLORIETA,PATINES,0,28011
23612,,,,CALLE,ARMADA ESPAÑOLA,2,
23613,,,,CALLE,SAN BUENAVENTURA,9,0    
23614,,,,CALLE,JAIME CONQUISTADOR,28,28045
23615,,,,CALLE,SAN BERNABE,0,28005
23616,,,,CALLE,ESTAFETA,6,28041
23617,,,,PLAZA,LIMA,0,28046
23618,,,,PLAZA,LIMA,,28046
23619,,,,CALLE,GENERAL RICARDOS,7,28025
23620,,,,CALLE,CARRETERA VILLAVERDE A VALLECAS,0,28031
23621,,,,CALLE,RONDA DE ATOCHA,0,28012
23622,,,,PLAZA,CASTILLA,,28046
23623,,,,CALLE,ORENSE,6,28020
23624,,,,CALLE,OLVIDO,0,28026
23625,,,,CALLE,SAN MARCOS,SN,28004
23626,,,,PLAZA,CRONOS,5,28037
23627,,,,CALLE,DE PEÑA TREVINCA,SN,28018
23628,,,,CALLE,AUTOVIA A5,04FL28,
23629,,,,CALLE,MIRA EL RIO BAJA,10,28005
23630,,,,CALLE,AUTOVIA A5,04FL30,
23631,,,,CALLE,FERRAZ,80,28008
23632,,,,CALLE,RIBERA CURTIDORES,37,28005
23633,,,,TUNEL,M 30,SALIDA A5,
23634,,,,PLAZA,CASCORRO,13,28005
23635,,,,CALLE,EMBAJADORES,3,28012
23636,,,,CALLE,CAMPILLO,8,28011
23637,,,,AUTOVIA,M 30,PK10.600,0    
23638,,,,CALLE,M30,2 KM 10.500,0    
23639,,,,PASEO,CASTELLANA,10,28046
23640,,,,AVENIDA,REINA VICTORIA,51,28003
23641,,,,PLAZA,CORREGIDOR ALONSO DE AGUILAR,FTE. 6,28030
23642,,,,CALLE,OLIVOS,16,28003
23643,,,,GLORIETA,PIRAMIDES,5,28005
23644,,,,CALLE,RONDA DE ATOCHA,34,28012
23645,,,,CALLE,VILLAVEZA,61,0
23646,,,,CALLE,SEÑORA DE VALVERDE,175,28034
23647,,,,CALLE,MONASTERIO DE SILOS,11,28049
23648,,,,CALLE,SAN TIMOTEO,14,28011
23649,,,,CALLE,VILLALONSO,0,28021
23650,,,,TUNEL,M 30,0,
23651,,,,CALLE,TARAZONA,,28047
23652,,,,CALLE,AVDA MANZANARES,,28019
23653,,,,CALLE,AGUILAR DE CAMPOO,,28033
23654,,,,CALLE,AGUILAR DE CAMPOO,,0    
23655,,,,CALLE,DE PORTOALEGRE,98,28019
23656,,,,CALLE,DULCINEA,,28020
23657,,,,CALLE,BENJAMIN PALENCIA,,28038
23658,,,,PASAJE,ALHAMBRA,,28004
23659,,,,CALLE,BARCELO,3,28004
23660,,,,LUGAR,CERRO DE LA MICA,1,28047
23661,,,,TRAVESIA,IVAN DE VARGAS,3,28019
23662,,,,CALLE,CULLERA,16,28047
23663,,,,CALLE,FRANCISCO SILVELA,88,28002
23664,,,,CALLE,LUCHANA,30,28010
23665,,,,CALLE,RIOS ROSAS,36,28003
23666,,,,CALLE,ALCALA,44,28014
23667,,,,PLAZA,ESPAÑA,2,28013
23668,,,,PLAZA,DE ESPAÑA,2,0    
23669,,,,CALLE,BRAVO MURILLO,295,28020
23670,,,,CALLE,FERRAZ,86,28030
23671,,,,CALLE,GRAN VIA,73,0    
23672,,,,AVENIDA,DE LOS POBLADOS,48,28044
23673,,,,AVENIDA,CORDOBA,2,0    
23674,,,,CALLE,MELQUIADES BIENCINTO,,28053
23675,,,,CALLE,SANTIAGO,11,0    
23676,,,,CALLE,VENTURA RODRIGUEZ,3,28008
23677,,,,CALLE,VILLA DE MARIN,,28029
23678,,,,CALLE,SANGENJO,,28034
23679,,,,CALLE,TORRELAGUNA,65,28043
23680,,,,PASEO,CASTELLANA,138,28046
23681,,,,CALLE,FELIPE CASTRO,0,28026
23682,,,,CALLE,LONJA DE LA SEDA,27,28054
23683,,,,CALLE,QUERO,11,28024
23684,,,,CALLE,CALDERILLA,,28054
23685,,,,CALLE,ANTONIO LOPEZ,234,28041
23686,,,,CALLE,BERNARDINA GARCIA,0,28047
23687,,,,CALLE,DE TOLEDO,,28005
23688,,,,ACCESO,AEROPUERTO BARAJAS T4,,0    
23689,,,,CALLE,AGUSTIN DE ITURBIDE,8,28043
23690,,,,CALLE,VALLEHERMOSO,50,28015
23691,,,,GLORIETA,RUIZ GIMÉNEZ,5,28015
23692,,,,CALLE,MOREJON,26,28010
23693,,,,CALLE,DE LOS ESCRIBANOS,33,28021
23694,,,,CALLE,SAN MARCOS,40,28004
23695,,,,CALLE,VALLE DE MENA,45,28035
23696,,,,GLORIETA,MARQUES DE VADILLO,0,0    
23697,,,,CALLE,VALDERREBOLLO,30,28031
23698,,,,CALLE,CUESTA DE SAN VICENTE,16,28008
23699,,,,AVENIDA,NUESTRA SEÑORA DE VALVANERA,115,28047
23700,,,,CALLE,3 NORTE,,28042
23701,,,,CALLE,ROMPEDIZO,20,28044
23702,,,,TRAVESIA,PINZON,11,28025
23703,,,,CALLE,ESCALINATA,,28013
23704,,,,CALLE,ZUBIETA,8,28037
23705,,,,CALLE,ESCALINATA,6,28013
23706,,,,CALLE,ESCALINATA,7,28013
23707,,,,CALLE,CAVA BAJA,36,28005
23708,,,,PLAZA,ELIPTICA,0,
23709,,,,CALLE,GRAVINA,21,03002
23710,,,,CALLE,FRANCISCO SILVELA,,28002
23711,,,,CALLE,ARIEL,4,28045
23712,,,,CALLE,HERMANOS MORAL,57,28019
23713,,,,CALLE,MATILDE GAYO,7,28026
23714,,,,CALLE,AVDA ALFONSO XIII,10,28002
23715,,,,PASEO,CASTELLANA,217,28046
23716,,,,CALLE,VENTOSA,21,28005
23717,,,,CALLE,ERCILLA,,28005
23718,,,,CALLE,FERMIN CABALLERO,64,28034
23719,,,,CALLE,ORTIZ CAMPOS,16,28026
23720,,,,CALLE,ADEMUZ,12,28025
23721,,,,CALLE,ADEMUZ,2,28025
23722,,,,PASEO,SANTA MARIA DE LA CABEZA,142,28026
23723,,,,CALLE,HALCON,7,28025
23724,,,,GLORIETA,CARMENES,0,28047
23725,,,,CALLE,ALEGRIA,21,28025
23726,,,,GLORIETA,DE QUEVEDO,6,28015
23727,,,,CALLE,MAESTRO ARBOS,0,28045
23728,,,,CALLE,MARIA ANTONIA,11,28026
23729,,,,CALLE,GENERAL RICARDOS,169,28025
23730,,,,CALLE,RAMON MENENDEZ PIDAL,,28040
23731,,,,CALLE,RAMON MENENDEZ PIDAL,2,28040
23732,,,,CALLE,RAMON LUJAN,98,28026
23733,,,,CALLE,ISLAS JARVI,,28034
23734,,,,AVENIDA,DEL FERROL,8,28029
23735,,,,PASEO,REINA CRISTINA,0,28014
23736,,,,PASEO,PINTOR ROSALES,12,28008
23737,,,,CALLE,INMACULADA CONCEPCION,17,28019
23738,,,,CALLE,DE PUENTEDEUME,,28029
23739,,,,CALLE,SANTA FE,11,28008
23740,,,,CALLE,PLAZA CONDE DE ELETA,4,28025
23741,,,,AVENIDA,OROVILLA,22,28041
23742,,,,PLAZA,EL CIEGO,2,28041
23743,,,,AVENIDA,OPORTO,8,28019
23744,,,,CALLE,GALILEO,SN,28003
23745,,,,CALLE,MIRA EL SOL,16,28005
23746,,,,CALLE,ALFONSO FERNANDEZ,6,28044
23747,,,,CALLE,CTRA DE BOADILLA,54,00000
23748,,,,AVENIDA,NUESTRA SEÑORA DE VALVANERA,116,28047
23749,,,,AVENIDA,MACHUPICHU,0,28043
23750,,,,CAMINO,DE VALDERRIBAS,80,28038
23751,,,,AVENIDA,PUERTA DE HIERRO,1,28040
23752,,,,CALLE,ALBA DE TORMES,11,28025
23753,,,,CALLE,HUERTA,,28055
23754,,,,CALLE,VALENCIA,25,28012
23755,,,,CALLE,A 3 POBLADO CHABOLAS,0,0    
23756,,,,CALLE,MANUEL BARTOLOME COSSIO,,28040
23757,,,,CALLE,SAN DELFIN,8,28019
23758,,,,CALLE,MARTIRES CONCEPCIONISTAS,,28006
23759,,,,CALLE,CRUZ,13,28012
23760,,,,CALLE,JUANELO,12,28012
23761,,,,CALLE,NICOLAS USERA,,28026
23762,,,,CALLE,POLVORANCA,33,28044
23763,,,,AVENIDA,CARDENAL HERRERA ORIA,8,28035
23764,,,,GLORIETA,DE QUEVEDO,0,28015
23765,,,,CALLE,GRAN VIA,57,0    
23766,,,,CALLE,MORILES,6,28011
23767,,,,AVENIDA,BETANZOS,SN,28034
23768,,,,CARRETERA,VALDEMINGÓMEZ,0,28051
23769,,,,CARRETERA,VALDEMINGÓMEZ,SN,28051
23770,,,,AVENIDA,DE RAMON Y CAJAL,60,28043
23771,,,,CALLE,ROCAFORT,0,28021
23772,,,,AVENIDA,ENTREVIAS,52,28053
23773,,,,PASEO,PRADO,5,28014
23774,,,,PASEO,CASTELLANA,31,28045
23775,,,,CALLE,LAS HUMANITARIAS,1,28025
23776,,,,PASEO,CASTELLANA,35,28045
23777,,,,CALLE,RONDA DE ATOCHA,32,28012
23778,,,,AUTOVIA,A3,0,0    
23779,,,,CARRETERA,HUMERA,0,28023
23780,,,,CALLE,A 3,0,
23781,,,,CALLE,EL BOSCO,0,28038
23782,,,,AUTOVIA,A3,KM.6,0    
23783,,,,CALLE,JUAN BOSCAN,21,28017
23784,,,,CALLE,TEMBLEQUE,72,28024
23785,,,,CALLE,CARRANZA,27,28004
23786,,,,CALLE,RAFAEL FINAT,SN,28040
23787,,,,AVENIDA,OSA MAYOR,23,28023
23788,,,,AVENIDA,ABRANTES,0,28025
23789,,,,CALLE,ALCALA,264,28022
23790,,,,CALLE,BISUTERIA,8,28037
23791,,,,TRAVESIA,EDUARDO BARREIROS,0,28041
23792,,,,CALLE,SAN FELIU DE GUIXOLS,9,28038
23793,,,,CALLE,EVARISTO SAN MIGUEL,15,28008
23794,,,,CALLE,SANTA JULIA,6,28053
23795,,,,PASEO,GIGANTES Y CABEZUDOS,24,28041
23796,,,,CALLE,GENOVA,SN,28004
23797,,,,CALLE,DE LA OCA,28,0
23798,,,,CALLE,SAAVEDRA FAJARDO,30,28011
23799,,,,CALLE,LUCHANA,21,28010
23800,,,,CALLE,CONVENIO,0,28053
23801,,,,AVENIDA,ALBUFERA,136,28031
23802,,,,PASEO,CASTELLANA,SN,28046
23803,,,,CARRETERA,BOADILLA DEL MONTE,0,28024
23804,,,,CALLE,APAREJADORES,SN,28037
23805,,,,AVENIDA,LABORAL,10,28021
23806,,,,CALLE,RIBERA DE CURTIDORES,27,28005
23807,,,,CALLE,MARÍA DE MOLINA,16,28006
23808,,,,CALLE,BUENDIA,58,28018
23809,,,,CALLE,PUERTO BARBARAN,27,0
23810,,,,CARRETERA,DE EXTREMADURA,SN,28024
23811,,,,CALLE,GENERAL RICARDOS,163,29019
23812,,,,CALLE,CALLE TOLEDO,77,28005
23813,,,,CALLE,FERRAZ,SN,28008
23814,,,,CALLE,CELEORAMA GOMEZ,2,28049
23815,,,,CALLE,CRISTO DE LA VICTORIA,37,28041
23816,,,,CALLE,AVDA MORATALAZ,199,28030
23817,,,,CALLE,GRAN VIA,48,0    
23818,,,,VIA,M30,KM 12,
23819,,,,CALLE,PADRE CLARET,0,28002
23820,,,,AVENIDA,ALBUFERA,302,28031
23821,,,,AVENIDA,MANZANARES,202,28026
23822,,,,GLORIETA,MARIANO SALVADOR MAELLA,SN,28035
23823,,,,AVENIDA,OPORTO,,28019
23824,,,,AVENIDA,PRINCIPAL,,28011
23825,,,,CALLE,CAMINO DE GANAPANES,23,28035
23826,,,,CALLE,M30   12  CO4,,0    
23827,,,,CALLE,MARTIN DE VARGAS,0,28005
23828,,,,CALLE,MARTIN DE VARGAS,SN,28005
23829,,,,CALLE,JOSÉ ESPELIUS,1,28011
23830,,,,CALLE,ANTONIO LOPEZ,267,28026
23831,,,,CALLE,FUENTE CUATRO CAMINOS,0,28011
23832,,,,PASEO,EXTREMADURA,SN,28024
23833,,,,CALLE,DE LAS HIGUERAS,61,28011
23834,,,,PLAZA,ELIPTICA,1,
23835,,,,PASEO,PASEO DEL PRADO,18,28014
23836,,,,CALLE,RAFAEL BOTI,6,28023
23837,,,,CALLE,JOSE ABASCAL,16,28003
23838,,,,CALLE,C POETA JOAN MARAGALL,26,28020
23839,,,,CALLE,CAVANILLES,40,28007
23840,,,,PASEO,GIGANTES Y CABEZUDOS,4413,28041
23841,,,,CALLE,ALCALA,226,28022
23842,,,,CALLE,HALCONERO DEL REY,SN,28054
23843,,,,CALLE,LUIS BUÑUEL,,28018
23844,,,,CALLE,FRANCOS RODRIGUEZ,,28039
23845,,,,CALLE,SOTOMAYOR,,28003
23846,,,,CALLE,SOTO MAYOR,,
23847,,,,PASEO,CHOPERA,41,28045
23848,,,,CALLE,PASEO INFANTA ISABEL,11,28014
23849,,,,CALLE,MIGUEL MOYA,18,28004
23850,,,,PASEO,PS INFANTA ISABEL,SN,28014
23851,,,,AVENIDA,DEL MONASTERIO  DE SILOS,0,28049
23852,,,,CALLE,LOS ARCOS,6,
23853,,,,PLAZA,LEGAZPI,1,28045
23854,,,,CALLE,ALCALA,502,28022
23855,,,,CALLE,SAGRADOS CORAZONES,15,28011
23856,,,,CALLE,ANTONIO PALOMINO,4,28015
23857,,,,CARRETERA,BOADILLA DEL MONTE,,28005
23858,,,,CALLE,CHANTADA,,28035
23859,,,,CALLE,LOS MADRAZO,,28014
23860,,,,CALLE,LOS MADRAZO,4,28014
23861,,,,CALLE,ARTURO SORIA,11,28033
23862,,,,CALLE,SELMA LAGERLOFF,14,28021
23863,,,,CALLE,DUQUESA DE PARCENT,60,28047
23864,,,,CALLE,MUELA DE SAN JUAN,19,28031
23865,,,,COLONIA,TORREGROSA,29,28043
23866,,,,CALLE,DE LA PILARICA,74,28026
23867,,,,CALLE,ANTONIO VICO,1,28019
23868,,,,CALLE,GOYA,72,28009
23869,,,,CALLE,PIÑUECAR,53,28021
23870,,,,AVENIDA,NUESTRA SEÑORA DE FATIMA,43,28047
23871,,,,CALLE,DEL DURO,6,28054
23872,,,,CALLE,DEL DURO,4,28054
23873,,,,CALLE,GRAN VIA,48,28013
23874,,,,CALLE,HERMANOS DE PABLO,44,28027
23875,,,,CALLE,VALLE DE MENA,,28035
23876,,,,AVENIDA,CARDENAL HERRERA ORIA,0,28034
23877,,,,CALLE,PUERTO DE ARLABAN,0,28053
23878,,,,CALLE,ILLESCAS,SN,28024
23879,,,,CALLE,VIA LUSITANA,2,28025
23880,,,,CALLE,VIA LUSITANA,,28025
23881,,,,CALLE,DANIEL SEGOVIA,23,28024
23882,,,,CALLE,PICO DE BALAITUS,23,28035
23883,,,,CALLE,PEÑA DE TREVINCA,SN,28018
23884,,,,CALLE,NAVIA,12,28044
23885,,,,CALLE,MARIA DE MOLINA,36,28006
23886,,,,CALLE,PONZANO,50,28010
23887,,,,CALLE,PONZANO,48,28010
23888,,,,AVENIDA,CONCHA ESPINA,SN,28016
23889,,,,CALLE,VALLE DE ORO,38,28019
23890,,,,CALLE,ARROYOBUENO,0,28021
23891,,,,CALLE,ALFONSO MARTINEZ CONDE,15,28025
23892,,,,CARRETERA,VALDEMINGOMEZ,1,28051
23893,,,,CALLE,CORDILLERA DE CUERA,8,28053
23894,,,,CALLE,PRIM,,28004
23895,,,,CALLE,ALEJANDRO MORAN,44,28025
23896,,,,AVENIDA,ESPINELA,0,28021
23897,,,,CALLE,REINA,,28004
23898,,,,PASEO,INFANTA ISABEL,29,28014
23899,,,,PLA,PEDRO CEROLO,1,
23900,,,,CALLE,LUCIENTE,11,28005
23901,,,,CALLE,EMILIO FERRARI,2,28017
23902,,,,CALLE,SAN BERNARDO,35,28013
23903,,,,AVENIDA,PRINCIPAL,6,28011
23904,,,,CALLE,ANTIGUA ESTACION DE ODONELL,8,28000
23905,,,,CALLE,VILLAVICIOSA,,28024
23906,,,,CALLE,ROSAS DE ARAVACA,,28023
23907,,,,CALLE,SAN DELFIN,4,28019
23908,,,,CALLE,AEROPUERTO DE BARAJAS,0,28042
23909,,,,CALLE,CASTILLO DE SIMANCAS,5,28037
23910,,,,CALLE,RONDA DE SEGOVIA,10,28005
23911,,,,CARRETERA, A6 ENTRADA A MADRID KM.,0,
23912,,,,CALLE,ELOY GONZALO,,28010
23913,,,,AVENIDA,DEL MAYORAZGO,,28051
23914,,,,CALLE,SERRANO,66,28001
23915,,,,CALLE,ANTONIO CABEZON,,28034
23916,,,,PASEO,FLORIDA,2,28008
23917,,,,PASEO,RECOLETOS,27,28004
